RespondentID,Country,Gender,Years_Of_Education,Anti-immigrant_Attitudes,Voted_Party
847,Austria,male,11,9,OVP
848,Austria,female,10,0,OVP
849,Austria,female,13,2,OVP
850,Austria,female,13,10,GGG
851,Austria,male,14,5,OVP
852,Austria,male,20,8,OVP
853,Austria,male,15,5,SPO
854,Austria,female,12,5,NEOS
855,Austria,female,12,7,GRUNE
856,Austria,male,11,10,OVP
857,Austria,female,22,5,SPO
858,Austria,female,13,5,NEOS
859,Austria,female,20,4,OVP
860,Austria,male,14,5,GRUNE
861,Austria,male,12,10,OVP
862,Austria,female,13,6,GGG
863,Austria,male,12,5,GRUNE
864,Austria,female,8,5,OVP
865,Austria,female,12,8,SPO
866,Austria,female,20,0,GRUNE
867,Austria,female,11,5,OVP
868,Austria,female,15,4,SPO
869,Austria,female,16,4,OVP
870,Austria,male,13,6,OVP
871,Austria,female,12,5,OVP
872,Austria,male,12,7,SPO
873,Austria,male,12,6,OVP
874,Austria,female,9,10,GGG
875,Austria,male,18,2,OVP
876,Austria,female,15,8,OVP
877,Austria,female,11,6,OVP
878,Austria,male,12,5,OVP
879,Austria,male,10,5,SPO
880,Austria,male,10,5,OVP
881,Austria,male,15,5,GRUNE
882,Austria,female,13,10,GGG
883,Austria,female,17,5,SPO
884,Austria,female,12,6,SPO
885,Austria,female,13,6,OVP
886,Austria,male,12,7,OVP
887,Austria,female,11,5,SPO
888,Austria,female,8,8,OVP
889,Austria,female,11,8,OVP
890,Austria,female,13,5,NEOS
891,Austria,male,20,6,OVP
892,Austria,female,12,5,SPO
893,Austria,female,12,3,SPO
894,Austria,male,10,6,SPO
895,Austria,female,15,5,GGG
896,Austria,female,13,0,OVP
897,Austria,female,12,6,OVP
898,Austria,female,16,1,SPO
899,Austria,male,13,10,OVP
900,Austria,female,12,2,GRUNE
901,Austria,male,13,8,SPO
902,Austria,male,12,5,NEOS
903,Austria,female,12,5,GGG
904,Austria,male,13,7,OVP
905,Austria,female,9,8,SPO
906,Austria,male,8,3,SPO
907,Austria,male,18,8,GGG
908,Austria,female,15,8,OVP
909,Austria,female,14,5,OVP
910,Austria,male,14,5,SPO
911,Austria,male,13,5,GRUNE
912,Austria,male,10,8,OVP
913,Austria,male,12,5,OVP
914,Austria,female,12,8,SPO
915,Austria,male,14,7,OVP
916,Austria,female,12,6,OVP
917,Austria,male,12,5,GRUNE
918,Austria,female,15,4,OVP
919,Austria,male,12,5,GRUNE
920,Austria,male,15,2,OVP
921,Austria,female,12,7,OVP
922,Austria,female,15,4,GRUNE
923,Austria,female,13,8,OVP
924,Austria,female,4,7,OVP
925,Austria,male,13,7,OVP
926,Austria,female,12,6,NEOS
927,Austria,male,11,5,OVP
928,Austria,male,12,4,OVP
929,Austria,male,19,7,OVP
930,Austria,male,11,7,GGG
931,Austria,male,14,5,OVP
932,Austria,male,14,8,NEOS
933,Austria,female,18,9,GGG
934,Austria,male,12,5,OVP
935,Austria,female,10,7,SPO
936,Austria,female,11,7,OVP
937,Austria,male,11,5,OVP
938,Austria,male,11,8,OVP
939,Austria,male,10,10,SPO
940,Austria,male,19,2,GRUNE
941,Austria,male,12,5,OVP
942,Austria,female,19,5,OVP
943,Austria,male,22,4,GRUNE
944,Austria,female,17,8,OVP
945,Austria,female,12,5,GRUNE
946,Austria,male,13,4,SPO
947,Austria,female,11,4,SPO
948,Austria,male,14,3,SPO
949,Austria,male,18,5,NEOS
950,Austria,male,12,10,OVP
951,Austria,female,11,5,OVP
952,Austria,male,20,4,GRUNE
953,Austria,female,13,5,GRUNE
954,Austria,male,11,5,OVP
955,Austria,male,11,9,GGG
956,Austria,female,14,5,GRUNE
957,Austria,male,13,8,OVP
958,Austria,female,12,6,OVP
959,Austria,male,14,7,OVP
960,Austria,female,16,2,GRUNE
961,Austria,male,16,6,OVP
962,Austria,male,18,5,OVP
963,Austria,female,18,5,OVP
964,Austria,female,12,5,GRUNE
965,Austria,male,20,3,GRUNE
966,Austria,female,17,2,GRUNE
967,Austria,male,13,7,OVP
968,Austria,male,13,4,SPO
969,Austria,female,17,2,GRUNE
970,Austria,female,20,6,SPO
971,Austria,male,11,5,GRUNE
972,Austria,male,8,8,OVP
973,Austria,male,13,1,GRUNE
974,Austria,male,10,5,OVP
975,Austria,male,20,7,OVP
976,Austria,female,13,3,GRUNE
977,Austria,male,13,5,SPO
978,Austria,female,15,7,SPO
979,Austria,male,12,8,SPO
980,Austria,male,15,7,OVP
981,Austria,male,14,5,SPO
982,Austria,female,21,4,GRUNE
983,Austria,male,14,6,OVP
984,Austria,female,13,6,OVP
985,Austria,male,13,7,GGG
986,Austria,male,12,5,GGG
987,Austria,female,12,8,OVP
988,Austria,male,9,5,SPO
989,Austria,female,12,5,GRUNE
990,Austria,male,13,9,NEOS
991,Austria,male,19,2,GRUNE
992,Austria,male,19,5,GRUNE
993,Austria,male,14,5,OVP
994,Austria,female,13,4,GRUNE
995,Austria,female,10,8,OVP
996,Austria,male,12,8,OVP
997,Austria,female,15,10,SPO
998,Austria,male,24,3,SPO
999,Austria,male,12,10,SPO
1000,Austria,female,8,7,GRUNE
1001,Austria,female,10,3,OVP
1002,Austria,female,13,7,OVP
1003,Austria,female,11,10,GGG
1004,Austria,male,9,10,OVP
1005,Austria,female,13,8,GGG
1006,Austria,female,18,4,GRUNE
1007,Austria,female,9,0,GGG
1008,Austria,female,19,6,GGG
1009,Austria,male,13,7,GGG
1010,Austria,male,24,7,OVP
1011,Austria,male,19,2,OVP
1012,Austria,female,14,6,OVP
1013,Austria,female,10,8,OVP
1014,Austria,male,6,9,OVP
1015,Austria,female,12,8,OVP
1016,Austria,female,18,0,GRUNE
1017,Austria,female,12,5,GRUNE
1018,Austria,male,13,5,SPO
1019,Austria,male,11,8,OVP
1020,Austria,male,19,5,OVP
1021,Austria,female,10,5,SPO
1022,Austria,male,12,2,SPO
1023,Austria,female,10,7,SPO
1024,Austria,female,13,4,OVP
1025,Austria,female,13,8,GRUNE
1026,Austria,female,16,3,OVP
1027,Austria,male,17,5,NEOS
1028,Austria,male,15,6,OVP
1029,Austria,female,19,3,GRUNE
1030,Austria,male,8,5,SPO
1031,Austria,female,14,8,OVP
1032,Austria,male,14,7,OVP
1033,Austria,female,13,7,OVP
1034,Austria,male,13,8,OVP
1035,Austria,female,12,5,SPO
1036,Austria,female,11,7,GRUNE
1037,Austria,female,12,9,OVP
1038,Austria,male,11,5,SPO
1039,Austria,female,19,6,GRUNE
1040,Austria,male,13,5,SPO
1041,Austria,female,17,4,OVP
1042,Austria,male,13,4,OVP
1043,Austria,female,12,3,SPO
1044,Austria,male,17,6,OVP
1045,Austria,female,12,8,OVP
1046,Austria,female,12,5,SPO
1047,Austria,male,15,10,GRUNE
1048,Austria,male,14,5,GRUNE
1049,Austria,female,15,2,GRUNE
1050,Austria,female,13,9,GGG
1051,Austria,male,17,2,GRUNE
1052,Austria,female,22,5,NEOS
1053,Austria,female,13,6,SPO
1054,Austria,female,13,6,GGG
1055,Austria,male,13,8,GGG
1056,Austria,female,14,5,GRUNE
1057,Austria,male,24,5,NEOS
1058,Austria,male,9,7,OVP
1059,Austria,male,19,4,SPO
1060,Austria,female,13,10,NEOS
1061,Austria,male,13,5,SPO
1062,Austria,female,12,5,SPO
1063,Austria,female,11,6,OVP
1064,Austria,female,11,7,GRUNE
1065,Austria,female,13,4,SPO
1066,Austria,female,20,1,GRUNE
1067,Austria,female,15,4,GRUNE
1068,Austria,male,13,2,OVP
1069,Austria,male,14,5,OVP
1070,Austria,female,13,3,NEOS
1071,Austria,male,10,4,SPO
1072,Austria,male,12,5,SPO
1073,Austria,female,18,0,GRUNE
1074,Austria,male,19,8,SPO
1075,Austria,female,8,4,SPO
1076,Austria,female,21,8,GGG
1077,Austria,female,17,0,GRUNE
1078,Austria,female,13,5,OVP
1079,Austria,female,8,5,SPO
1080,Austria,male,20,3,GRUNE
1081,Austria,female,12,7,SPO
1082,Austria,female,11,5,OVP
1083,Austria,female,19,8,NEOS
1084,Austria,female,13,7,OVP
1085,Austria,female,17,3,GRUNE
1086,Austria,male,19,5,SPO
1087,Austria,female,17,8,GGG
1088,Austria,male,16,3,OVP
1089,Austria,female,13,5,NEOS
1090,Austria,female,10,10,OVP
1091,Austria,male,17,3,SPO
1092,Austria,male,12,5,GRUNE
1093,Austria,female,11,6,OVP
1094,Austria,male,10,10,OVP
1095,Austria,female,13,2,GRUNE
1096,Austria,male,8,5,OVP
1097,Austria,male,13,10,OVP
1098,Austria,female,12,5,SPO
1099,Austria,female,14,2,SPO
1100,Austria,male,20,6,OVP
1101,Austria,female,23,5,OVP
1102,Austria,male,8,5,OVP
1103,Austria,male,11,10,OVP
1104,Austria,female,18,1,GRUNE
1105,Austria,male,19,2,GRUNE
1106,Austria,female,20,5,OVP
1107,Austria,female,13,3,GRUNE
1108,Austria,male,12,7,OVP
1109,Austria,female,22,4,NEOS
1110,Austria,male,17,5,SPO
1111,Austria,male,12,5,OVP
1112,Austria,male,18,3,SPO
1113,Austria,male,17,6,OVP
1114,Austria,female,17,7,OVP
1115,Austria,male,10,6,OVP
1116,Austria,female,11,5,SPO
1117,Austria,female,15,5,GGG
1118,Austria,female,12,4,GRUNE
1119,Austria,male,14,5,OVP
1120,Austria,female,13,9,OVP
1121,Austria,female,16,5,NEOS
1122,Austria,male,13,5,NEOS
1123,Austria,male,14,4,GRUNE
1124,Austria,male,13,2,GRUNE
1125,Austria,female,11,5,OVP
1126,Austria,male,17,5,NEOS
1127,Austria,male,15,3,GRUNE
1128,Austria,female,13,5,GRUNE
1129,Austria,male,13,9,OVP
1130,Austria,male,13,0,SPO
1131,Austria,male,12,4,SPO
1132,Austria,male,20,10,OVP
1133,Austria,female,19,3,GRUNE
1134,Austria,female,11,6,OVP
1135,Austria,male,13,10,SPO
1136,Austria,male,16,1,GRUNE
1137,Austria,male,8,10,SPO
1138,Austria,male,19,2,NEOS
1139,Austria,female,19,3,GRUNE
1140,Austria,female,16,5,OVP
1141,Austria,male,13,7,GGG
1142,Austria,female,11,5,GRUNE
1143,Austria,male,12,6,OVP
1144,Austria,male,16,7,OVP
1145,Austria,female,13,5,GRUNE
1146,Austria,female,12,3,GRUNE
1147,Austria,female,11,5,SPO
1148,Austria,female,16,5,NEOS
1149,Austria,male,13,7,SPO
1150,Austria,male,12,5,SPO
1151,Austria,female,13,6,SPO
1152,Austria,male,15,7,SPO
1153,Austria,male,16,7,OVP
1154,Austria,male,21,5,SPO
1155,Austria,male,13,9,OVP
1156,Austria,male,18,4,NEOS
1157,Austria,female,12,6,SPO
1158,Austria,male,21,8,GRUNE
1159,Austria,female,19,0,GRUNE
1160,Austria,female,12,5,GRUNE
1161,Austria,female,11,5,OVP
1162,Austria,male,9,6,GGG
1163,Austria,female,20,5,OVP
1164,Austria,female,14,7,OVP
1165,Austria,female,12,5,NEOS
1166,Austria,male,9,10,GGG
1167,Austria,female,19,10,NEOS
1168,Austria,female,18,6,GRUNE
1169,Austria,male,12,6,OVP
1170,Austria,female,18,5,GRUNE
1171,Austria,male,12,9,GGG
1172,Austria,female,13,5,SPO
1173,Austria,female,12,9,OVP
1174,Austria,male,12,5,OVP
1175,Austria,male,12,4,SPO
1176,Austria,male,13,10,GGG
1177,Austria,male,13,7,SPO
1178,Austria,male,14,8,SPO
1179,Austria,male,13,5,OVP
1180,Austria,male,12,7,SPO
1181,Austria,female,12,5,GRUNE
1182,Austria,female,12,5,GRUNE
1183,Austria,male,14,6,SPO
1184,Austria,male,12,10,GGG
1185,Austria,male,12,8,SPO
1186,Austria,male,9,5,SPO
1187,Austria,male,16,4,SPO
1188,Austria,male,13,4,GRUNE
1189,Austria,female,9,6,NEOS
1190,Austria,male,13,5,GRUNE
1191,Austria,male,12,3,NEOS
1192,Austria,male,17,8,OVP
1193,Austria,male,13,5,OVP
1194,Austria,female,14,5,GRUNE
1195,Austria,female,12,5,GRUNE
1196,Austria,female,15,5,GRUNE
1197,Austria,male,20,3,SPO
1198,Austria,female,13,3,OVP
1199,Austria,female,13,5,OVP
1200,Austria,female,18,5,OVP
1201,Austria,female,14,5,OVP
1202,Austria,male,11,8,GGG
1203,Austria,female,9,4,OVP
1204,Austria,male,20,6,SPO
1205,Austria,female,13,7,GGG
1206,Austria,female,14,5,OVP
1207,Austria,female,13,5,OVP
1208,Austria,male,17,3,SPO
1209,Austria,female,20,8,OVP
1210,Austria,male,18,2,OVP
1211,Austria,female,11,8,OVP
1212,Austria,male,8,7,OVP
1213,Austria,male,7,10,SPO
1214,Austria,female,16,10,GGG
1215,Austria,male,13,5,GRUNE
1216,Austria,female,8,5,OVP
1217,Austria,male,19,7,GRUNE
1218,Austria,male,8,10,OVP
1219,Austria,male,11,8,SPO
1220,Austria,female,11,5,SPO
1221,Austria,female,15,8,SPO
1222,Austria,male,12,4,OVP
1223,Austria,male,9,10,GGG
1224,Austria,female,12,9,GGG
1225,Austria,female,20,6,OVP
1226,Austria,female,20,2,GRUNE
1227,Austria,male,11,2,GRUNE
1228,Austria,female,16,7,OVP
1229,Austria,male,13,5,OVP
1230,Austria,male,13,3,SPO
1231,Austria,female,8,10,OVP
1232,Austria,female,16,4,OVP
1233,Austria,male,18,4,GRUNE
1234,Austria,male,12,8,OVP
1235,Austria,female,12,6,GGG
1236,Austria,female,20,5,SPO
1237,Austria,female,25,3,GRUNE
1238,Austria,female,11,6,OVP
1239,Austria,female,21,2,GRUNE
1240,Austria,male,12,8,OVP
1241,Austria,female,14,2,GRUNE
1242,Austria,female,12,5,OVP
1243,Austria,female,12,8,OVP
1244,Austria,female,14,8,GGG
1245,Austria,male,11,8,OVP
1246,Austria,female,21,0,GRUNE
1247,Austria,female,24,2,GRUNE
1248,Austria,male,11,0,SPO
1249,Austria,male,12,7,SPO
1250,Austria,female,13,8,OVP
1251,Austria,female,13,6,SPO
1252,Austria,male,9,4,NEOS
1253,Austria,male,19,4,NEOS
1254,Austria,male,13,6,OVP
1255,Austria,female,14,5,GRUNE
1256,Austria,female,19,3,OVP
1257,Austria,female,12,8,OVP
1258,Austria,female,15,2,SPO
1259,Austria,female,12,10,SPO
1260,Austria,female,18,10,OVP
1261,Austria,female,17,10,OVP
1262,Austria,female,9,8,GGG
1263,Austria,female,13,7,GGG
1264,Austria,male,18,9,GGG
1265,Austria,male,25,3,OVP
1266,Austria,male,13,7,GRUNE
1267,Austria,female,12,8,SPO
1268,Austria,female,16,2,NEOS
1269,Austria,female,16,1,GRUNE
1270,Austria,female,18,3,GRUNE
1271,Austria,male,12,2,GRUNE
1272,Austria,female,20,4,GRUNE
1273,Austria,male,17,5,NEOS
1274,Austria,female,13,6,OVP
1275,Austria,female,12,3,NEOS
1276,Austria,female,15,3,GRUNE
1277,Austria,female,16,8,OVP
1278,Austria,male,10,6,OVP
1279,Austria,female,12,5,SPO
1280,Austria,male,19,5,OVP
1281,Austria,male,13,3,NEOS
1282,Austria,male,15,4,GRUNE
1283,Austria,male,16,5,GRUNE
1284,Austria,female,12,8,SPO
1285,Austria,male,14,9,SPO
1286,Austria,male,14,5,GRUNE
1287,Austria,female,12,10,OVP
1288,Austria,female,11,9,OVP
1289,Austria,male,14,5,GRUNE
1290,Austria,female,9,7,OVP
1291,Austria,female,15,5,GRUNE
1292,Austria,male,14,5,GRUNE
1293,Austria,male,12,5,OVP
1294,Austria,female,13,2,SPO
1295,Austria,female,11,6,OVP
1296,Austria,male,15,4,OVP
1297,Austria,male,19,2,SPO
1298,Belgium,male,16,5,NVA
1299,Belgium,male,15,5,ECOLO
1300,Belgium,male,16,5,ECOLO
1301,Belgium,male,15,1,ECOLO
1302,Belgium,male,12,5,CDV
1303,Belgium,male,12,6,GROEN1
1304,Belgium,female,17,5,CDV
1305,Belgium,female,17,2,GROEN
1306,Belgium,male,12,7,VB
1307,Belgium,female,15,4,CDV
1308,Belgium,male,17,4,NVA
1309,Belgium,female,17,4,MR
1310,Belgium,male,16,5,MR
1311,Belgium,female,17,9,GROEN
1312,Belgium,male,15,3,CDV
1313,Belgium,female,16,4,MR
1314,Belgium,female,17,3,GROEN
1315,Belgium,male,12,5,MR
1316,Belgium,male,17,5,NVA
1317,Belgium,male,14,4,CDV
1318,Belgium,male,18,5,GROENCDV
1319,Belgium,male,11,3,SPAV
1320,Belgium,male,16,4,ECOLO
1321,Belgium,female,19,2,GROEN
1322,Belgium,male,21,1,GROEN1
1323,Belgium,male,22,2,GROEN
1324,Belgium,male,17,4,OVLD
1325,Belgium,male,14,5,NVA
1326,Belgium,female,16,5,NVA
1327,Belgium,female,16,6,NVA
1328,Belgium,female,9,10,NVA
1329,Belgium,female,17,5,ECOLO
1330,Belgium,male,16,5,GROEN
1331,Belgium,female,17,2,NVA
1332,Belgium,male,16,5,GROENCDV
1333,Belgium,male,11,3,OVLD
1334,Belgium,male,19,5,MR
1335,Belgium,female,17,3,GROEN
1336,Belgium,female,8,5,SPAV
1337,Belgium,female,14,4,VB
1338,Belgium,female,15,8,GROEN1
1339,Belgium,male,15,4,MR
1340,Belgium,male,16,5,GROEN
1341,Belgium,female,16,5,ECOLO
1342,Belgium,female,13,3,CDV
1343,Belgium,male,18,6,NVA
1344,Belgium,male,15,4,GROEN
1345,Belgium,male,19,5,MR
1346,Belgium,female,14,5,NVA
1347,Belgium,female,10,5,OVLD
1348,Belgium,female,9,7,ECOLO
1349,Belgium,male,9,2,GROEN1
1350,Belgium,female,18,8,GROEN1
1351,Belgium,female,10,7,CDV
1352,Belgium,male,9,2,CDV
1353,Belgium,male,16,2,MR
1354,Belgium,male,12,5,CDV
1355,Belgium,female,12,6,VB
1356,Belgium,male,17,3,OVLD
1357,Belgium,male,12,5,NVA
1358,Belgium,male,13,2,GROENCDV
1359,Belgium,female,10,7,VB
1360,Belgium,male,14,8,GROEN1
1361,Belgium,female,12,3,CDV
1362,Belgium,male,11,2,NVA
1363,Belgium,female,16,7,NVA
1364,Belgium,male,12,3,SPAV
1365,Belgium,female,17,5,OVLD
1366,Belgium,male,14,8,VB
1367,Belgium,male,13,3,VB
1368,Belgium,female,17,2,ECOLO
1369,Belgium,male,16,4,NVA
1370,Belgium,male,13,5,NVA
1371,Belgium,female,13,7,VB
1372,Belgium,female,20,5,NVA
1373,Belgium,male,11,6,VB
1374,Belgium,female,12,5,NVA
1375,Belgium,male,13,5,NVA
1376,Belgium,male,7,6,CDV
1377,Belgium,female,19,5,CDV
1378,Belgium,female,12,2,VB
1379,Belgium,male,15,5,MR
1380,Belgium,female,18,2,ECOLO
1381,Belgium,female,18,4,OVLD
1382,Belgium,male,15,2,CDV
1383,Belgium,female,18,5,VB
1384,Belgium,female,14,3,NVA
1385,Belgium,male,15,5,NVA
1386,Belgium,male,13,5,GROEN1
1387,Belgium,female,12,8,CDV
1388,Belgium,male,9,9,GROEN1
1389,Belgium,male,16,5,GROENCDV
1390,Belgium,female,17,4,ECOLO
1391,Belgium,male,2,0,GROENCDV
1392,Belgium,male,12,3,MR
1393,Belgium,female,17,3,GROEN
1394,Belgium,male,13,5,GROEN
1395,Belgium,male,18,5,MR
1396,Belgium,male,13,4,NVA
1397,Belgium,male,18,5,OVLD
1398,Belgium,male,15,3,ECOLO
1399,Belgium,male,10,5,GROEN1
1400,Belgium,male,16,7,NVA
1401,Belgium,male,9,5,NVA
1402,Belgium,male,14,7,SPAV
1403,Belgium,male,13,6,VB
1404,Belgium,female,17,2,SPAV
1405,Belgium,female,14,7,VB
1406,Belgium,female,16,4,OVLD
1407,Belgium,male,21,5,NVA
1408,Belgium,female,16,5,CDV
1409,Belgium,female,15,5,MR
1410,Belgium,male,17,5,GROEN1
1411,Belgium,female,16,5,MR
1412,Belgium,female,9,5,NVA
1413,Belgium,female,12,8,NVA
1414,Belgium,male,14,2,OVLD
1415,Belgium,male,20,1,GROEN
1416,Belgium,female,14,8,NVA
1417,Belgium,female,8,3,NVA
1418,Belgium,female,16,4,CDV
1419,Belgium,male,13,3,NVA
1420,Belgium,male,15,3,GROEN
1421,Belgium,female,17,5,NVA
1422,Belgium,female,19,5,GROEN1
1423,Belgium,female,18,2,OVLD
1424,Belgium,female,9,5,ECOLO
1425,Belgium,male,16,0,GROEN1
1426,Belgium,female,19,3,OVLD
1427,Belgium,female,16,4,GROEN
1428,Belgium,male,12,5,SPAV
1429,Belgium,male,6,5,MR
1430,Belgium,female,15,3,NVA
1431,Belgium,male,20,5,NVA
1432,Belgium,female,16,3,CDV
1433,Belgium,male,17,3,ECOLO
1434,Belgium,male,17,4,NVA
1435,Belgium,female,17,4,GROENCDV
1436,Belgium,female,14,6,MR
1437,Belgium,female,17,5,NVA
1438,Belgium,male,17,7,NVA
1439,Belgium,male,14,4,NVA
1440,Belgium,female,16,8,SPAV
1441,Belgium,male,22,5,MR
1442,Belgium,male,9,6,NVA
1443,Belgium,female,15,2,GROEN1
1444,Belgium,male,10,5,NVA
1445,Belgium,female,15,5,NVA
1446,Belgium,female,19,5,ECOLO
1447,Belgium,female,15,2,NVA
1448,Belgium,male,17,2,NVA
1449,Belgium,female,12,2,NVA
1450,Belgium,female,8,2,SPAV
1451,Belgium,female,19,2,MR
1452,Belgium,male,16,2,NVA
1453,Belgium,male,13,3,SPAV
1454,Belgium,male,17,4,OVLD
1455,Belgium,male,12,6,VB
1456,Belgium,male,15,2,CDV
1457,Belgium,male,20,3,ECOLO
1458,Belgium,female,24,5,GROEN
1459,Belgium,female,10,1,NVA
1460,Belgium,female,22,5,OVLD
1461,Belgium,male,13,6,NVA
1462,Belgium,female,13,4,NVA
1463,Belgium,female,12,5,GROEN1
1464,Belgium,male,17,3,MR
1465,Belgium,male,8,6,VB
1466,Belgium,male,9,7,GROEN1
1467,Belgium,male,8,5,NVA
1468,Belgium,female,10,8,CDV
1469,Belgium,female,13,0,OVLD
1470,Belgium,male,16,3,GROEN
1471,Belgium,male,17,3,GROEN
1472,Belgium,male,9,2,NVA
1473,Belgium,male,17,5,CDV
1474,Belgium,female,15,6,VB
1475,Belgium,female,13,6,CDV
1476,Belgium,male,17,6,NVA
1477,Belgium,female,18,5,SPAV
1478,Belgium,male,10,2,VB
1479,Belgium,female,16,2,OVLD
1480,Belgium,female,15,3,GROEN
1481,Belgium,female,13,7,NVA
1482,Belgium,female,16,1,NVA
1483,Belgium,male,25,1,ECOLO
1484,Belgium,female,18,7,NVA
1485,Belgium,female,18,4,GROEN1
1486,Belgium,female,13,4,CDV
1487,Belgium,male,12,5,GROENCDV
1488,Belgium,male,17,2,MR
1489,Belgium,male,12,2,SPAV
1490,Belgium,male,12,1,NVA
1491,Belgium,female,20,2,GROEN1
1492,Belgium,male,12,5,SPAV
1493,Belgium,male,15,2,OVLD
1494,Belgium,female,15,2,OVLD
1495,Belgium,male,12,4,CDV
1496,Belgium,male,13,4,CDV
1497,Belgium,female,12,3,NVA
1498,Belgium,female,15,5,SPAV
1499,Belgium,male,12,5,NVA
1500,Belgium,female,9,3,NVA
1501,Belgium,female,13,5,OVLD
1502,Belgium,female,10,8,CDV
1503,Belgium,female,18,5,MR
1504,Belgium,female,15,5,CDV
1505,Belgium,female,10,2,GROEN1
1506,Belgium,male,14,5,SPAV
1507,Belgium,male,10,6,OVLD
1508,Belgium,male,10,3,VB
1509,Belgium,female,18,3,OVLD
1510,Belgium,male,17,5,NVA
1511,Belgium,female,16,2,ECOLO
1512,Belgium,male,8,5,MR
1513,Belgium,female,14,5,GROEN1
1514,Belgium,female,22,3,SPAV
1515,Belgium,female,15,3,CDV
1516,Belgium,female,8,5,SPAV
1517,Belgium,male,16,2,GROEN1
1518,Belgium,female,8,2,NVA
1519,Belgium,female,13,4,NVA
1520,Belgium,female,13,4,ECOLO
1521,Belgium,male,18,5,CDV
1522,Belgium,female,9,5,GROEN1
1523,Belgium,female,10,4,MR
1524,Belgium,female,17,2,CDV
1525,Belgium,male,17,1,OVLD
1526,Belgium,female,15,5,SPAV
1527,Belgium,female,14,7,NVA
1528,Belgium,female,18,5,GROEN
1529,Belgium,female,17,2,ECOLO
1530,Belgium,male,12,5,VB
1531,Belgium,male,12,5,NVA
1532,Belgium,female,17,5,NVA
1533,Belgium,male,13,6,SPAV
1534,Belgium,male,12,0,SPAV
1535,Belgium,male,12,6,OVLD
1536,Belgium,female,16,5,OVLD
1537,Belgium,female,14,5,GROEN1
1538,Belgium,male,15,0,OVLD
1539,Belgium,male,9,2,GROEN1
1540,Belgium,male,16,7,MR
1541,Belgium,male,13,2,NVA
1542,Belgium,male,13,6,VB
1543,Belgium,female,10,7,OVLD
1544,Belgium,female,12,5,MR
1545,Belgium,female,12,5,GROEN1
1546,Belgium,female,21,1,GROEN
1547,Belgium,female,15,4,CDV
1548,Belgium,male,10,3,CDV
1549,Belgium,female,12,6,GROEN1
1550,Belgium,male,12,5,OVLD
1551,Belgium,male,9,5,MR
1552,Belgium,male,18,5,MR
1553,Belgium,female,15,6,NVA
1554,Belgium,female,15,3,VB
1555,Belgium,male,19,2,CDV
1556,Belgium,female,13,6,NVA
1557,Belgium,male,14,4,OVLD
1558,Belgium,male,17,2,NVA
1559,Belgium,male,18,5,MR
1560,Belgium,female,8,5,MR
1561,Belgium,female,13,3,ECOLO
1562,Belgium,female,16,0,ECOLO
1563,Belgium,male,17,5,VB
1564,Belgium,male,17,5,MR
1565,Belgium,female,9,2,GROEN1
1566,Belgium,female,16,5,MR
1567,Belgium,female,18,5,GROEN
1568,Belgium,male,18,4,OVLD
1569,Belgium,female,15,3,ECOLO
1570,Belgium,female,14,3,SPAV
1571,Belgium,male,14,4,GROEN1
1572,Belgium,male,21,5,MR
1573,Belgium,male,12,3,VB
1574,Belgium,female,12,5,GROEN1
1575,Belgium,female,18,2,GROENCDV
1576,Belgium,male,16,8,MR
1577,Belgium,female,17,5,GROEN1
1578,Belgium,male,19,5,MR
1579,Belgium,male,15,5,NVA
1580,Belgium,male,12,9,VB
1581,Belgium,male,8,5,CDV
1582,Belgium,male,14,8,VB
1583,Belgium,male,15,1,OVLD
1584,Belgium,male,15,5,NVA
1585,Belgium,male,17,5,SPAV
1586,Belgium,male,17,4,NVA
1587,Belgium,female,21,0,GROEN
1588,Belgium,female,16,5,GROEN1
1589,Belgium,male,14,5,SPAV
1590,Belgium,male,20,4,CDV
1591,Belgium,female,13,2,NVA
1592,Belgium,female,15,5,ECOLO
1593,Belgium,female,10,3,CDV
1594,Belgium,female,6,5,VB
1595,Belgium,male,12,4,NVA
1596,Belgium,female,17,3,GROEN
1597,Belgium,female,19,5,VB
1598,Belgium,male,13,7,NVA
1599,Belgium,male,17,5,GROEN
1600,Belgium,female,12,6,NVA
1601,Belgium,male,13,1,GROEN
1602,Belgium,female,14,5,ECOLO
1603,Belgium,female,15,3,SPAV
1604,Belgium,male,17,5,NVA
1605,Belgium,male,16,3,NVA
1606,Belgium,male,17,0,GROEN
1607,Belgium,male,10,3,SPAV
1608,Belgium,male,7,4,CDV
1609,Belgium,male,23,3,ECOLO
1610,Belgium,male,12,10,GROEN1
1611,Belgium,female,9,7,MR
1612,Belgium,male,15,4,GROEN1
1613,Belgium,female,12,8,NVA
